用户ID,死因,最后一条微博发布时间,评论时间,时间差,评论者姓名,评论内容,Tree_Hole,Whaling_Wall,Not_Related
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 22:25:50,927.0,RAaai1gun,终于要停止了这段不该存在的感情了，痛是活该，忍着,1,0,0
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 22:02:55,927.0,谦赞DAYTOY,回家回家，明天回家了,1,0,0
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 22:02:48,927.0,how10112,论文写的稀烂 今天被导师骂了   说我读研混了三年 现在连本科生都不如了 直接退回高中了   我甚至感觉他会突然打我一巴掌 高考允许出错  可是读研一点错误都不允许出 我有点想直接走人了   论文也不写了不去送审了 就到这吧,1,0,0
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 21:32:40,927.0,kuai-快去读书,健康，真的很重要。,1,0,0
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 20:46:20,927.0,小王子的第314次日落,昔书 我有在好好调状态了 爸爸妈妈都很爱我很支持我。考完研准备养一只小猫咪了，在猫妈妈肚子里好好孕育呀。,0,1,0
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 20:28:04,927.0,雾中寻玦,请假去天门山，于是不用再销假了,1,0,0
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 20:12:06,927.0,糖葫芦与溜溜球,心情不好的确会影响身体,1,0,0
红烧土豆叶,学业压力/抑郁症/自杀,2020-10-13 02:00:00,2023-04-28 20:01:57,927.0,集何者,终于还是没躲过，这感冒把人命要了，，，,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:19:50,0.0,想暴富的张翎鹅,@杭州网警,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:23:48,0.0,SoranKirmin,读得出来，他这个微博很久以前就开始写了的，有很多时候是宣泄，最后面突然变得决绝。看完我眼泪都掉下来了，我竟然像极了他。多少次痛苦挣扎，渴望得到别人帮助，又自己挺了下去，将满心的悲痛写成日记，一次又一次，最后麻木了，无惧死亡，日记也累积成了告别信……希望杭州的朋友们关注转发。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 09:31:05,0.0,伊丽蛋白Y,希望结局是，你被找到了，然后朋友们都给你发信息关心你，找你去吃美食，去游乐场，去西湖边看鸳鸯。狠点心远离了不懂事的父母，不再被他们捆绑，开始简单的工作，不用给自己压力，也遇到了个很爱你的对象。很多年后回看25岁的一天，只是在和生活赌气。我们不活在过去和现在，我们可以选择未来。加油！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 04:29:41,0.0,蛇王殿下,就算公交车上空无一人 司机也会把车开到终点 我的意思是不要因为谁离开而停止你自己的生活.,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 09:03:54,0.0,黄沐木_,你看（总是如此）这句话被遮掉了呢，所以也不是总是那么痛苦的 也会有快乐的时候呢,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:18:13,0.0,满桂陇汉服工作室,你好陌生人，希望这不是我最后一次认识你，希望我们有朝一日能有合作的机会，一起创造更好的未来,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 14:17:29,0.0,已经不再期待老树开花,如果你太累，及时的道别没有罪,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:49:16,0.0,微澜Mag,刚刚我跟萧山警局和道森所在派出所电话后，即时情况：这期间有多个朋友向杭州报警，警察出警道森的住所，他22号已经退租，他上层朋友也不知他去向，27号轨迹在舟山，现在电话已经关机还没有定位到轨迹，但是警官说全市都在配合找他！人命关天的事情！有消息会第一时间通知我们！但我们还会积极联系的！,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:25:03,0.0,百里玄策你能别勾我吗,@鹿道森 朋友 我也是摄影 我也被校园霸凌过 被欺负的原因很简单 就是因为我胖！班上的大姐头把我头发抓着按在地上打 周围的人都在看笑话 没有一个人帮我 这种感觉我一辈子也不会忘！但是我没有自行了断 我努力活着 我也一样喜欢上了摄影 你出事情了那些伤害你的人不会受到任何惩罚！好好活下去！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:07:12,0.0,YANG不倒,这两个岛！可能性比较大！有附近的朋友吗！需要帮助 感谢感谢 @杭州网警,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:27:24,0.0,QINYX-,只愿玫瑰年年盛开，岁岁年年你常在。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:46:36,0.0,扑通怡,你爱的外婆一定不希望你这样对自己的，还有很多美好的事物等着你去发现，你用镜头记录了那么多美好的画面，只要你不放弃就会好起来的！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:15:26,0.0,Monstrous___,“我没办法拯救我自己，我没办法拯救别人”我曾经也像你一样这么想，我太太幸运了，遇到了最最坚强的流浪猫帽帽，我也是一名摄影师，你也恰巧想散心，你偷偷跑来我家东北这边采风吧，我有一处没人住的小房子借给你住，最主要的是来我家看看帽帽！他真的很想认识你。不要让小猫咪难过！我肯定不告诉别人,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 04:37:55,0.0,微澜Mag,刚刚我联系到舟山公安局的最新情况：能查到最近的轨迹是昨天28号下午5:30，他出现在朱家尖南沙的情人岛，其他的还没有消息！我们会再持续找人的！！！,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 09:59:05,0.0,摄影师牧森,其实他内心深处从小就有痛楚，后来选择摄影，希望用摄影能治愈自己，但发现事与愿违，再努力拍的作品也不能改变现实的窘迫，就认为人生所有的路都不通了，傻啊，希望昨天晚上的星辰大海能挽留你，希望你拍过的风起云涌能挽留你，希望你梦想过的流光溢彩能挽留你。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:23:00,0.0,凉生叁月,有朋友知道这是哪吗，他最后发照片的朋友圈,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 08:19:46,0.0,衣单自凉,不要再默默喜欢一个人了，不要吝惜去赞美鼓励喜欢的人了，趁一切都来得及，去评论去点赞去告诉他你喜欢他想要看到他，任何人任何一点点的肯定都足以成为照亮他的光,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 04:31:23,0.0,真奇怪小姐,tm微博 皮皮时光机 能不能审核内容 提前预判下 一定要找到啊,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-30 06:25:32,1.0,黑文HAVENstudio,东荷嘉苑往小乌石塘方向，180度转角处右边有一条小路，两边树很高，一直往里走是悬崖，树林里面很多坟墓，可以去那条小路搜一下，有树林有悬崖有大海,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-28 23:46:34,0.0,machiii08,这是他定时发的微博，很有可能已经发生意外！请看到这条的朋友快快联系他啊啊,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 11:12:30,2.0,豪豪想要吃糖,给他孟婆汤加点糖吧，这辈子太苦了,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 23:50:21,1.0,这女的打游戏贼6,是不是大家的25岁都这么难熬,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:14:16,0.0,米小兒,“你并没有罪，有罪的是这个世界。生而为人无罪，你不需要抱歉。”,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 13:44:54,0.0,一小勺妮酱,这个世界真的好吵闹，看完这个微博的人都不会觉得他是一时冲动吧。“世界还是很美好的”、“我们给你爱”、“再等等吧”……拜托，不要再自我感动了，他不是没有挣扎过、不是没有寻找过、不是没有等过，可是最终还是清醒地选择悄悄地离开。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 13:17:06,0.0,诶我又磕到了,……他不希望别人找他，你没有办法治愈他，放过他吧……真的……所谓的留着一条命还有希望对他来说真的没有希望了……让他安静的走吧,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 11:20:43,2.0,刘畅Clem-,很讽刺。就算你留下了再长的文字，你的父母，可能仍然不会觉得自己有错。他们的逻辑只停在自己的世界里。加油吧孩子，在奈何桥上跑快些，来世投个好胎。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:48:38,0.0,草莓酱-,鹿鹿你马上接我电话！！！不准有事！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:41:14,0.0,大雨Johnny,已拨打杭州公安局电话，请一定要平安！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:54:45,0.0,嘻可爱嘻,如果你平安啦 我送你一只小小的但治愈的小奶猫好不好 以后他就可以一直陪着你,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 13:37:54,0.0,KingMi_Lee,我常常以为：活着的穷人是最痛苦的； 但后来发现：活着的又穷又清醒的人才是最痛苦的。  至少活得不清醒的穷人不会生性敏感，不用患得患失，不用顾及他人感受，也丢掉了身上很多的包袱。  要是还活着，请安好。不敢断言坚持下去会见到光，但至少会见到爱。,1,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:20:14,0.0,是老彭友耶,昨天是我生日，妈妈告诉我爸爸生病了，恶性肿瘤。爸爸其实是癌症，昨天因为我生日妈妈撒谎了，好在是早期，只是治疗要花好多好多钱。一个人在外地工作，每天都很努力但是没有赚到钱，我想做更长线的事情有更长远的眼光，不过现在我要开始长线短线都做啦，好好挣钱给爸爸治病，让他不那么痛苦难受。,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-30 00:05:02,1.0,三脚怪物,鹿老师，我是您19年免费摄影课堂的学生，编号616，我们还没有见面呢，快回来吧！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 11:15:44,2.0,TAMEANNITA,祝你旅途愉快道森,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:41:00,0.0,绛若青,记得你之前有可能听过康士坦的《美好的事情可不可以发生在我身上》那段时间我也有意识到你的一些情绪，但是很抱歉不善言辞的我没有办法把你带出这些负面。但是仍然希望你能够像这首歌里面说的，即便迷茫忍耐但还是可以继续下去。因为这个世界真的好美好啊，好希望你可以多看一看这个我爱着的世界。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:24:17,0.0,微澜Mag,！！！！！！心急如焚！已经报警！,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 11:15:37,0.0,陌年,你看看大家都好好，大家都好温暖，希望你能看到，能感受到，然后回来好好生活,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 08:07:44,0.0,楠妮儿zZ,道森，你真的很棒，真的。你的神话系列是我心中的天花板，你知道嘛！那时就是被你的作品吸引，才关注的，到现在也好久了叭。当时，你就发微博说自己有容貌焦虑，我心想，这个男人挺帅的吖还很可爱。后来发现，你还是一位温柔的男孩子。所以相信自己好嘛，不要在乎那些流言蜚语，还有爱你的我们啊！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:22:08,0.0,罗老师摄影,哎，我也是10岁开始住校留守，霸凌 住各种亲戚家，完全没有了家的概念， 到任何地方都有看别人颜色 没有心理寄托，只有自闭 记忆最深还是那几年 需要一辈子治疗,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:42:58,0.0,顺遂无虞Sswy,渣仔，请你们做合格的父母再生小孩，以及教育好你们的孩子！！！关注了好久的博主啊！！！大半夜的刷到这个,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 10:57:58,2.0,贰壹-_-,愿玫瑰年年为你盛放 来生被爱意所包围,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 11:48:51,2.0,冯鸿云,明年3月，春暖花开的时候，我来舟山看你,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 12:44:09,0.0,若寒Rock,兄弟，完全没必要啊！你文章里说的这些东西，我都有经历过。世界报我以荆棘，我报世界以微笑。勇敢的活着，努力摄影才是真的！希望这次你没事，然后看开这些东西！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 10:48:04,2.0,邹瑜鹏-J神,愿玫瑰年年为你盛放,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 13:51:23,0.0,冯鸿云,含泪看完了你微博下面的所有评论，这个世界总是善意的，值得你活下去。 生活很糟糕，所有人都是，每个人都是自己的世界，你也是你自己的世界，希望你好好的吧我真的好难过,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 23:49:04,1.0,吴白岛,那就祝你生日快乐吧。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 12:03:13,0.0,请给我来盆饭,杭州入了深秋，西湖真好看啊，我们素昧平生，但我非常非常厚脸皮的想问你，我可以邀请这位帅哥一起去西湖边拍照片吗，我用的胶片机，和你完全不一样的风格，但我很自信的认为，我们一定能玩的很开心。等你回来噢。对了也不知道今年冬天杭州会不会落雪，一定也会很好看,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:28:08,0.0,加菲猫mao,别啊，哥们，我们都是很喜欢你的啊，一直欣赏你作品～有人能联系上吗,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:53:11,0.0,你的象,有杭州的联系到我徒儿吗,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-30 14:44:29,1.0,西梅香印菠萝包,投胎到赤贫的家庭，从小就因为贫穷父母只会无休止地争吵，家庭根本没有温暖，又因为穷酸被看不起，每一个重要的人生节点，都没有人可以给予有效的指导，导致吃了很多苦头，走了很多弯路还是没有什么出路，还要被指责性格不够乐观不够开朗，穷人生孩子就是恶性循环，没有经历过的人不会懂的。,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 14:00:00,0.0,-可以一起看日出吗,大抵是无法抑制的难过，逃离这个世界的念头 ，会在清晨在黄昏在午夜悄然滋生 。大家都在一边热爱生活 ，一边又放弃生活。如果真的有一天：可以把自己撒进大海 ，在温柔与浪漫的包裹中沉浮 。 我想说：你好，鹿道森。只愿玫瑰年年为你绽放，繁星之城，总有一束光为你照亮。,1,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 11:37:36,0.0,南宫彧周周周周,卧槽，虽然最近不知道你发生了什么，你离开贵阳后我们就联系很少，也看着你的朋友圈微博，说实话还羡慕你可以为了拍照做出来的努力，前几天还和朋友说起来你的作品给别人看。我不能感受你的苦，只是希望你能够好好的走下去，你很优秀，世间是很苦，但是也有很多美好的，也有很多关心你的朋友。开机啊！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-30 11:55:45,1.0,客子水云,图片评论,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 20:09:06,0.0,Evenobe,很认真的看完了，竟觉身体冰冷，或许你想传达给世人的种种，已经被赋予了意义。无论是身为陌生人还是朋友，凡人之躯下的我们都不想看一条年轻鲜活的生命离去，可作为你自己，这种方式离开或许是对过去糟糕的25年告别。当快乐小于痛苦，当感到孤身一人，当记忆被反复折磨...不做选择，只希望一切都好。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 13:19:31,0.0,夏弃疾_回乡冲浪版,人生的确很不容易，但是活着就有希望，你怎么舍得停止创作啊！！快回来拍照！！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 12:46:34,2.0,骆驼儿-,愿你去往一个充满爱的地方，抬头有星辰，低头有玫瑰,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 23:50:25,1.0,贫困大赛总冠军-,不知道该说什么，作为曾经也走向死亡的人我不知道该劝你活还是想你解脱，毕竟即使是活下来的我，也时不时的遗憾后悔那次没能离开。你是一个很温柔的人，不管结果如何，我都希望你能好，如果你也能够被救下，我祝你能走出阴影迈向幸福，如果最后没能找回你，那么我也祝你脱离苦海，再也不沾染人间苦难。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:18:23,0.0,鹿森浠,怎么回事？？？突然刷到，我喜欢的摄影师，我这个名字还是按照您的名字取得呢,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 03:09:07,0.0,麦琪就爱吃芋头,1人区别于动物最本质的地方或许不在于人有思想，而在于，人会孤独而坚定地以自杀的方式走向死亡。 2家庭教育至关重要。而中式学校教育更像是对人独立思想的强奸。 3校园霸凌十恶不赦。,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:01:21,0.0,月海沫,警方说27号轨迹在舟山，舟山靠海！优先探寻舟山附近人烟稀少的海域！有能联系到杭州那边警方的朋友可以传达一下这个消息吗？,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 12:24:20,2.0,辜月藏地枪鸣-,你拥有自由了 这个世界配不上你 下辈子 我们再艺术的相遇 是山是风是树 怎么样都好。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-30 23:24:19,1.0,向上的猫R,太可怜了，不是每一个孩子出生都是公主，王子。不能给孩子爱真的不要生孩子。我觉得我有点能体会到他，那种永远靠自己，不给家里添麻烦的绝望感。还有父母穷，家里没钱，不要老和孩子说，没有用，给孩子带来的是压力，自卑，和伤害。不要老把没钱，穷挂在嘴边。越说越穷，影响真的很恶劣,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:38:07,0.0,是梦璃呀,我现在一点办法也没有，想尽了联系的方式。也报警了。依然找不到。如果有在舟山的朋友，麻烦看看能不能找到他。人命关天。我现在人在贵州，真的很无力。我不知道说什么，只求有人帮帮小鹿，他不应该就这么结束一生。,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:46:24,0.0,月海沫,如果附近找不到，一定要及时最近一次的车票、机票信息！如果那个城市有海，优先去海边寻找！我看他朋友圈最新的几条，早就想好怎么处理了，他一定不在喧闹的城市中。,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 11:07:44,0.0,汽水味的小盆友b,天呐 看到你的微博有点印象 查了简历库 你竟然到我公司来面试过 这么有才华的人可千万别有事啊,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2022-01-24 10:22:52,56.0,加油吧Carrie,道森，去接一下刘学州弟弟好吗？他还小不要让他一个人走夜路，你们俩在一起，一定会像家人一样相处吧！ 两个傻孩子！ 这人间没什么好的，若有下辈子，做个闲散自在的神仙吧！ 历劫已成功，记得归位,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 19:36:52,0.0,Nika小霸王,我们是他朋友！现在在上海！打电话也关机的！找遍朋友大家都没联系上他！如果有他杭州的朋友可以私信我们吗！！？万分感谢急急急！！！！谢谢大家或者有啥情况好心人们也请联系我们谢谢谢谢！！！！！！,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 10:57:15,2.0,海阔山遥茜,愿玫瑰年年为你盛放,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 14:25:47,2.0,小圆面包咩,你好，鹿先生，我是一名新入职的中学教师，我决不允许我班学生出现校园霸凌事件，如有发生，严惩不贷。希望你往生极乐,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 11:35:49,0.0,云东_,我知道 这很难  但还是拜托再坚持一下 希望你没事,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 08:26:49,0.0,南乔儿_,或者森林也找一下，我记得他说他的昵称的意思是只有鹿知道的森林,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:57:17,0.0,长贼高,可是你已经很成功了a,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 12:30:34,0.0,生忌之日_,一个计划自杀的人转发微博去帮忙寻找另一个在实施自杀的人。 多少有点讽刺了。 虽然知道我自己离开的那天不希望有人找我，但是放到别人身上，我还是希望这个人好好活着也许会有希望。,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 12:53:44,0.0,隆夫山泉有点甜,⚠️寻人启事！急求扩散！⚠️我刚入摄影圈认识的很优秀很努力的男孩子，真的不想看到他发生不好的事情！恳求大家帮忙扩散一下，这是一条年轻鲜活的生命啊！！！❗️浙江舟山岛附近的朋友或当地人如提供有效信息请及时联系公安机关！或者图中联系方式！💰协助找到本人，给予现金奖励5000-10000元！,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 09:39:48,0.0,啊颜z,你可千万别出事！我头像还是你拍的！舟山的朋友看到这个人请跟他聊聊天，记得报警！！,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-28 23:38:52,0.0,林某鸿泽,我第一次看到遗书，不知道是不是真是的，但是希望有人能找到他，帮帮他,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 14:23:33,0.0,阿容也快乐,真的很能感同身受，我也是从几岁开始成为留守儿童，住在爷爷奶奶家要被嫌弃说要吃饭，住亲戚家受各种白眼，后来我爸妈把我接去城里，但是我也并不快乐，因为我们家也很穷，我也从小被我爸妈家暴，再后来，我读书考上大学就只为了离开那个家，好多痛苦的事情一点点说不完，只能自己一步一步挨过来。,1,0,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:40:18,0.0,i0uo,干嘛要让世界属于你，你已经有了属于自己的一个个世界。想想你拍过的作品，他们都很好看，你创作的作品很棒它们活的很精彩，已经没有比这更接近神权的事了。你也能活的很好成为自己的神。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 02:20:49,0.0,Monstrous___,来我家散散心吧，我这边有一处没人住的小房子，在城郊，可以拍到一点点🤏星星，作为回报你可以陪我去拍摄，真的可以来，快回我的私信，来找我玩呀(●°u°●) 」,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2022-01-24 12:57:34,56.0,破筐,阿森！有个弟弟去找你玩啦！你们两个要互相照顾哦！不准吵架！要是被我看到你们吵架了，我就要多管闲事说你们了哦！我滴乖乖们，爱你们哦,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2022-01-24 12:49:16,56.0,花不必开了,如果你遇到了一个叫刘学州的男孩 请你一定要抱抱他,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2022-01-24 12:26:18,56.0,榴莲芝士王嘎嘎,小鹿，有一个弟弟去找你玩了，希望你们都能幸福，虽然你们相差了十岁，但是你们一定可以在一起没有代沟的玩耍的，你们可以在玫瑰园中被热情包围闻着花香一起打游戏,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 15:17:18,2.0,芝麻mer,小鹿 永远浪漫,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-30 11:09:55,1.0,糯米九_99,玫瑰可以在你喜欢的地方和你一起盛开的,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-15 13:15:49,16.0,Sponderx,鹿道森，这是送给你的手绘圣诞树哦,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2022-01-24 09:18:19,56.0,鹤羚Falling,道森啊，记得在天堂的路口接刘学州。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:58:38,0.0,东吴小乔-吴小乔,他还在等救赎一定要拉住他！！！哪怕仅仅只是一丝丝光亮而已…,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 00:58:05,0.0,YANG不倒,啊 你别这样 别这样 你好好活着,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 01:53:01,0.0,草东没有羊角花,图片评论,0,0,1
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 10:51:17,2.0,椰椰不说话,玫瑰年年为你盛放,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-05 15:29:06,6.0,狗剩不OK,"他不会有啤酒肚,不会两鬓白发,不会满脸皱纹,他永远青春洋溢,永远是那个少年",0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-29 19:30:19,0.0,最爱七三七,求求你别让你成为旅行的风，别成为走饭，我们去吃重庆火锅，我给你熬锅底，真的好吃！！！，我让你吃最正宗的重庆火锅，我抑郁症被医院控制了两次，，可是我好了，我会做好多好吃的！！我会冷吃牛肉！！芋儿鸡！清蒸鲈鱼！红三剁！好多。你回我，我买菜，来你家里做,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-01 11:11:33,2.0,陳澈没睡醒,在另一个世界玫瑰会为你盛放,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2022-01-24 14:23:54,56.0,我會懂得捨得記得_,学州去找你了，你记得接他一下，多带他玩啊,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-12-05 16:36:00,6.0,来一份蟹黄堡吗,头七过啦，听说过完七天灵魂就不会留在人世了，不知道是不是真的，但你这么决绝，是一天都没有留就走了呢，还是又去看了一下朋友和亲人呢。走了也好，是阳光太刺眼了。,0,1,0
鹿道森,性别认同/抑郁症/自杀,2021-11-28 23:28:00,2021-11-30 10:42:42,1.0,开口前要心存敬畏,无论他是否还在人世，我愿他终归安宁。我的整颗心都在颤抖，手也在颤抖。我要更爱更爱我的女儿，更淡漠更淡漠对世俗的要求，我不要攀比，不要虚荣，我们努力，但一定不强求，平淡平安顺利，就是幸福。我要记住这段话，在自己摇摆不定时去回顾这段话，我要最简单的幸福，我要我的孩子一生都被童年治愈。,1,1,0
