index,评论内容,Year_Month,Tree Hole
1457.0,李医生，大家几乎都阳了一遍,2023-02,0
335.0,烈士且先行，他朝再聚首,2020-04,0
119.0,愿天堂没有谠国没有谠军没有谠警没有恐惧没有肆意的删帖封号训诫,2020-02,0
653.0,谢谢您！李医生,2020-09,0
1262.0,李医生我今天又生闷气了 还把自己气哭了 原因是 我姐姐和我奶奶每天每天什么小事都要我做 我烦死了 比如要我去楼上那个衣服 不合适又要我去拿？她为什么不自己去拿？拿完了合适了 又要我上去拿充电器 拿这个拿那个真的很烦 很讨厌òᆺó从小就这样烦死了 我奶奶也是这样 ，家里一日三餐都是我做 真的很,2022-08,1
641.0,早安李医生,2020-09,0
1087.0,早啊，今天星期四了，又是上班的一天，太难了，来了个新人,2021-12,1
48.0,走好，英雄,2020-02,0
1221.0,其实我真的感到很孤单,2022-06,1
375.0,李医生，武汉调整确诊死亡人数了，感谢国家对每个生命的尊重,2020-04,0
616.0,致敬英雄,2020-09,0
1507.0,就想来看看你，希望您家人一切安好💐,2020-04,0
958.0,看到热搜就想到你了,2021-06,0
567.0,致敬,2020-09,0
1195.0,李医生，我觉得好痛苦，自己知行做不到一致，也一直在失眠,2022-04,1
94.0,我太难受了，这个世界舍不得你,2020-02,0
1476.0,李医生 很顺利呀,2023-04,0
1011.0,长年的相处模式，家里几乎没啥交流，有的都只是命令……让我根本不知道家的温暖是什么。也让我越来越恐婚。我挺开心我从小到大没有做到那种所谓的家长要求的听话，所幸还保留着一点点自己，不然我早已不再是自己，不过是一个躯壳，机器人，工具罢了。,2021-09,1
115.0,祝您一路走好 ，您为人民做的一切太伟大了。希望您的家人健健康康。,2020-02,0
1394.0,晚安啊，终于提辞职了，祝我好在未来,2022-12,1
506.0,今天要去做一个眼睛手术 冲,2020-07,1
766.0,月薪终于过万，但是忙的像shi,2020-11,1
666.0,表彰大会，本来应该有你的,2020-09,0
1103.0,新年快乐,2022-01,1
900.0,所谓幸福，就是清楚自己有多大能耐并安分守己。,2021-02,1
1425.0,李医生，全国各地都已经取消了核酸检查和行程码检查了。我们快要胜利了，您应该看到了吧。,2022-12,0
882.0,真的还是家里蹲,2021-02,1
676.0,加油 希望自己也很厉害为国家作出贡献,2020-09,1
1292.0,李医生，疫情还在继续，今天我们贵州一辆送隔离人员的大巴凌晨侧翻了，27个人，怎么都回不了家了。,2022-09,1
1384.0,李医生，我爱黄桃罐头。,2022-12,0
1190.0,李医生，你在那边也要开心快乐哦,2022-04,0
716.0,考研，不考研就没个好前途，没个好工作，真的是这样吗？,2020-09,1
462.0,恭喜呀朋友！,2020-06,0
472.0,父亲节快乐，李医生。,2020-06,0
180.0,希望你的家人坚强，安康！,2020-03,0
804.0,整整一年了，谁能想到,2020-12,1
584.0,致敬,2020-09,0
773.0,李医生 我秋招可能失败了 对未来有点迷茫 不知道应该怎么办,2020-11,1
656.0,致敬英雄！,2020-09,0
386.0,心情承重，看到你被评为烈士，五味杂陈，希望你的家人一切安好。,2020-04,0
1286.0,李医生 活着好累方向错了 所有人都乱了 生活的压力喘不过气,2022-09,1
661.0,李医生，今天你也要好好的,2020-09,0
245.0,李兄，很多支援武汉的医护人员今天回家了，你老家的兄弟姐妹们也很快可以家庭团员。真是谢谢他们啊。感谢你和他们为这座伟大的城市拼过命，我也很高兴能和伟大的白袍战士一起奋斗过。,2020-03,0
440.0,张爱玲说：国人对于戏台上的悲情极其敏感，动不动就感动得流泪，但对于自己身边，真切的悲剧又往往充耳不闻、漠不关心。海明威说：每个人的死亡都是我的哀伤， 因为我是人类的一员。 所以，不要问丧钟为谁而鸣， 它就为你而鸣！我说：请不要对我说：抱歉，此叉叉己被叉叉。亮子，五一劳动节节哀！,2020-05,0
1405.0,接上条，保佑我们考研人顺利上岸吧！,2022-12,1
556.0,李医生 我要把一个不太喜欢的人带回家见家长了 我也不想 我想和人家说清楚 说明白 我觉得好愧疚 我是不是个坏孩子？,2020-08,1
744.0,早啊李医生，生活太多烦恼，但是人生就是这样对叭,2020-10,1
58.0,李医生一路走好,2020-02,0
1374.0,三年了，终于结束了，谢谢您,2022-12,0
706.0,//@Yaxuan-Ux:李医生，我今年又落榜了。我还是没有实现自己的理想但是我会坚强下去的和你一样做一个为社会做贡献的人。不过我要和你分享一个好消息疫情已经走的差不多了全国人民都很感谢你们这些医护人员今天开了表彰大会本来邀请了你但是你怎么缺席了啊？但是没关系你会以另一种方式来赴约的对不对？,2020-09,1
590.0,致敬,2020-09,0
1062.0,新年快乐呀,2021-12,0
1442.0,李医生 快好起来了,2023-01,0
529.0,节日快乐啊，李医生,2020-08,0
1042.0,李医生，日常来看看你,2021-11,0
896.0,明明春天都要到了，为什么还是这么冷,2021-02,1
1035.0,降温，感冒中。,2021-11,1
743.0,我已经好久没能好好睡觉了，一闭眼我就乱想焦虑,2020-10,1
938.0,实验没结果，push型导师就像悬在头顶的达摩克利斯之剑，希望好运气快点来，让我这周工作不用挨骂,2021-04,1
1390.0,亮哥，三年疫情已经结束！谢谢你！,2022-12,0
967.0,李医生，又来看你了：我们也将发出死者的声音， 如果我们曾经活过……（【意大利】夸西莫多《死者睁眼站立的地方》）祝好！,2021-06,0
617.0,向您致敬,2020-09,0
1495.0,希望你是没有遗憾的🙏春天会如期到来,2020-02,0
306.0,过来看看你。,2020-04,0
770.0,好久不跟您说话，让我看看我是不是都不是铁粉啦。希望人类可以变好，再变好一点。,2020-11,0
248.0,谢谢,2020-04,0
957.0,李先生 期末周好累,2021-06,1
628.0,在天保佑我们,2020-09,0
558.0,李医生，你好！很久没来了，因为想试着自己渡过那段日子。天气突然就变得很凉快了，和心情一样开朗，秋天来了，今年也过了大半了，希望以后的每一年大家都能平平安安的！,2020-08,1
448.0,恭喜,2020-06,0
309.0,英雄走好,2020-04,0
299.0,愿天堂安好。,2020-04,0
613.0,致敬！,2020-09,0
1519.0,他微信发我一个🐷，一定是我太笨了。李医生，笨人也会想你的。,2020-06,0
459.0,晚上好，李医生,2020-06,0
757.0,我考厦门大学,2020-11,1
942.0,李医生，袁佬去找你了,2021-05,0
1219.0,早呀李医生,2022-06,0
359.0,小哥哥，天热了，撸串喝啤酒来,2020-04,0
851.0,说不定下学期又得网课了，准备好书，希望不用用到，可以回来上课,2021-01,1
319.0,今天过来看看你。,2020-04,0
715.0,这个热搜看得人想哭……这个名字勾起人回忆……这次授勋，你也有一份子，这场战“疫”你也是大英雄……,2020-09,0
1281.0,李医生中午好呀今天吃的什么呢,2022-09,0
1464.0,李医生  不知道考研结果怎么样 我好担心啊啊啊 不过我今年就算没有考好也有新的目标并且已经在慢慢坚持了 我知道抑郁症很烦 但是我一定不会被抑郁打败的 它是我的朋友 我能和他一起前行 你一定要好好的 在另一个时空幸福地生活 您的智慧和勇敢一直鼓励着我 我会带着这份信念一直走下去的。,2023-02,1
148.0,好消息快要来啦,2020-03,1
1261.0,晚安，李医生。最近又在思考，但是感觉思想和行为脱节太多，想要付出行动，但是行动的结果以我的视角去看又太浅薄幼稚。罗翔老师曾经说过，人最痛苦的事是知行不能合一，我有些感触。我仍然知道哪怕结果浅薄也一定要行动，就让这黑历史留存吧，不怕人评说，那是我前进的脚步。,2022-08,1
1505.0,🕯️,2020-04,0
671.0,说，我的新头像好不好看早啊~,2020-09,1
344.0,汽笛为你鸣响，眼泪为你而流，祝安好,2020-04,0
892.0,李医生好，突然找不到自己存在的意义了,2021-02,0
1188.0,李医生……你一定看清楚了吧,2022-04,0
786.0,好冷天气,2020-12,1
520.0,早安，亮哥,2020-08,0
607.0,晚安,2020-09,1
1354.0,李医生，谢谢你！,2022-12,0
651.0,致敬英雄！,2020-09,0
485.0,恭喜你，李医生，孩子刚出生时候爸爸的心情是兴奋而忐忑，又有一点点迷茫的，但愿你在天堂体会的到,2020-06,0
1364.0,李医生，谢谢您,2022-12,0
507.0,看到大家都天天来和你聊天，真的很开心,2020-07,0
125.0,李文亮，今天湖北神农架“清零”了，湖北的第一个“0”,2020-02,0
1568.0,我们不会忘记🕯️,2022-12,0
1333.0,感谢您。,2022-12,0
55.0,走好，英雄。,2020-02,0
1192.0,早安啊，大早上车被撞了，我停路边好好的，给我装稀碎，难受啊,2022-04,1
1357.0,谢谢你 李医生,2022-12,0
1194.0,[小白菊][小白菊][小白菊]李医生，我又来看你啦！,2022-04,0
478.0,打算明年全职带娃，兼职摆摊～～,2020-06,1
121.0,我一直欠您一句对不起，当时也没有能将您的提醒放在心上。消息出了我选择相信了官方，没有相信您。对不起。 我会记得： 一个健康的社会不该只有一种声音 我会记得： 理论是灰色的，生命之树常青 我会记得，您拯救过世界。 我会记得您，,2020-02,0
1253.0,好无聊，活在这个世上,2022-08,1
1268.0,李医生，晚安,2022-09,0
128.0,2.1号评论祝您早日康复的时候，没有想到2.7号一觉起来会看到您逝世的消息 我以为您一定会挺过去，所以到底发生了什么呢,2020-02,0
1567.0,谢谢您🙏🙏🙏,2022-12,0
1459.0,李医生，香港今天开始不用带口罩了，我们应该也快了。,2023-02,0
403.0,早早早,2020-05,1
1041.0,庆余年2来啦！！,2021-11,0
1005.0,李医生，疫情还没有结束!,2021-09,0
1395.0,又来看您了 阳了 好难受 您在那边还好吗,2022-12,0
599.0,致敬,2020-09,0
1085.0,麻绳专挑细处断，命运专挑苦命人，人间这一趟辛苦您了李医生,2021-12,0
90.0,英雄，一路走好人世间配不上你。,2020-02,0
603.0,谢谢你,2020-09,0
1051.0,今天是中国记者节，而我就在今天不想学这个专业了，准备转专业了,2021-11,1
483.0,恭喜你当爸爸了 宝宝一定会健康快乐的成长的 谢谢你,2020-06,0
876.0,一年过去了,2021-02,1
408.0,李医师，立夏之夜念您,2020-05,0
52.0,等你回来啊！,2020-02,0
78.0,有人哭吗。我哭了,2020-02,1
1155.0,李医生，感觉自己总是被舍弃的那个。在姐姐家，只剩奶茶底的时候才拿过来给我。和朋友以及朋友的朋友一起打吃鸡，我也是被忽略的那个。好像一旦有其他人在的时候，我总是那个被认为可以将就的。心酸难过吧。什么时候能遇到珍视我理解我的人,2022-02,1
241.0,不能只有一种声音，真实的声音应该有，油菜花已经开了，这是真实的！社会就是这样，油菜花！它就是要真实的开放。,2020-03,1
1036.0,李医生，怀念您,2021-11,0
964.0,李医生 我最近经常害怕死亡怎么办 想起来就特别担心,2021-06,1
323.0,来悼念李文亮烈士！,2020-04,0
525.0,文亮，晚安哦,2020-08,0
1427.0,李医生，我又来看你了，烧了一天一夜现在退烧了，嗓子疼的也不厉害了，要是三年前也是这个样子，你现在估计还在医院忙着呢。,2022-12,0
1536.0,生日快乐  李医生🙏,2020-10,0
713.0,英雄，愿您家人平安喜乐，愿您在天堂一切安好,2020-09,0
707.0,亮哥，今天提离职，才认识到了人性的某些品格。不知道咋办，就是因为办公室政治压抑的我干不下去了，不想干了，企业又不同意，我们公司工资低，一人多岗上班时间长，还不按照国家休息，常年单休，难找人。不想干了，咋办(・o・),2020-09,1
758.0,早李医生，,2020-11,0
768.0,李医生，你说，这么多一切都会变好吗。,2020-11,0
1182.0,清明了，祝好,2022-04,0
377.0,我开始相信平行世界了，你们只不过是去了另外一个平行的世界了。不过仍然想念你们……,2020-04,0
1382.0,大家也都算是捱到新天地了,2022-12,1
756.0,李叔早,2020-11,0
849.0,李医生，2020过去了，我永远会记得你。希望你在天堂一切都好。,2021-01,0
1191.0,我可一定 要勇敢 要坚强,2022-04,1
238.0,李医生，我今天看快手看到有你的视频，就是讲你的微博成了互联网奇迹，我就直接来微博看你了，点开看了几条评论，我热泪盈眶，泪流满面，春来了，四月就要来了，你就是人间的四月天,2020-03,0
1162.0,李医生希望疫情早点结束,2022-03,0
691.0,李文亮医生，晚上好！ 国家级的抗疫表彰大会召开了，瑾代表我个人及家人向您颁发最高荣誉奖状以表彰您在抗疫之初的勇敢直言，在此谨谢以表谢意！ 如果当初，如果，没有如果可言了。 早点休息吧！晚安！好梦啦！,2020-09,0
1241.0,当你觉得这是罪黑暗的一年也有可能是未来三十年最好的一年，努力润吧,2022-07,1
683.0,我们没有忘了您啊李医生,2020-09,0
709.0,武汉的雨，下起来就没完 天气凉了，换上了厚被子，希望大家都能健健康康,2020-09,1
1559.0,文亮医生保佑……🙏🙏🙏,2022-05,0
236.0,李医生，我也是一位武汉医生，和你同一年毕业，不过我不是武汉大学毕业的，我们是同龄人，你走的那天，我正在一线抗疫，在值夜班，听同事说到你，我真的很难过，我眼泪不停的流，你是最让我心疼的陌生人……我特别希望真的有另外一个世界，这样会让我们活着的人觉得那些逝去的人只是换了个地方生活……,2020-03,1
29.0,我们在等你！,2020-02,0
1074.0,李文亮医生！祝我考试加油吧！,2021-12,0
687.0,是一名大一医学生了哦,2020-09,1
313.0,您一路走好,2020-04,0
643.0,永远的英雄 致敬！,2020-09,0
1556.0,@XMLL清风海韵: 李医生早上好！今天正月初八，时间过得太快，节日这几天得闲就来这🙏🙏🙏愿您保佑您的家人和一直爱您挺您有同理心的人同他们的家人平安顺遂，如同所愿。,2022-02,0
145.0,李医生，晚安,2020-03,0
263.0,晚安,2020-04,1
688.0,李医生 很多事憋在心里真的不好受 唉 只希望我这次医师考试能过吧 今年一年真的发生太多了 希望您在那边一切都好,2020-09,1
1406.0,评论区好多碎碎念啊！可惜李医生再也看不到了,2022-12,1
1242.0,李医生我外婆去世了，刚突然想到疫情刚爆发的时候我和她在老家的生活，我好想她啊,2022-07,1
1140.0,希望一切都好,2022-02,1
805.0,医生～做个好梦吧、梦里嘴角上扬☕️,2020-12,0
550.0,李医生，刚刚我好尴尬，还不小心打翻了人家东西，幸好及时捡了起来没有损坏，小跑这赶紧出来,2020-08,1
1528.0,🙏,2020-09,0
1149.0,李医生，我好想见他啊，但我不知道怎么开口,2022-02,1
565.0,安好,2020-09,0
1548.0,喜欢一个人听歌🎵,2021-06,1
677.0,我又来看你了，李医生，我也是一名医生,2020-09,0
165.0,如果你还活着，多好,2020-03,0
814.0,今天我很开心哦李医生，祝你在那边也开心,2020-12,1
172.0,也不知道你老婆咋样了,2020-03,0
1211.0,医生，好久没来啦，马上要考试了，希望不要挂科啊,2022-05,1
874.0,新年快乐,2021-02,1
1401.0,先生，还有三天就考试了，今天发烧了好难受,2022-12,1
733.0,生日快乐，李医生,2020-10,0
205.0,李医生，今天天气热了，湖北零新增了，但你的调查还没来啊！,2020-03,0
1193.0,李医生…最近共青团的事闹得我好不理解,2022-04,0
736.0,李医生，庆余年2原班人马。,2020-10,0
1402.0,疫情结束了  给你说一下 嘿嘿,2022-12,0
490.0,哦，船长，我的船长！  我们险恶的航程已经告终，我们的船安渡过惊涛骇浪，我们寻求的奖赏已赢得手中。  港口已经不远，钟声我已听见，万千人众在欢呼呐喊，目迎着我们的船从容返航，我们的船威严而且勇敢。,2020-06,1
1332.0,解封了,2022-12,1
468.0,恭喜呀，李医生当爹了,2020-06,0
826.0,李医生，呦呦鹿鸣为您发声了，你放心，无论那些污蔑你的人再怎么丧心病狂，我们的真心都在，我们知道你是怎样的，我在，我就会告诉我的宝宝你是什么样的人，2020最后一天了，希望你在那边一切都好，上海降温了，希望春暖花开的时节快点来到,2020-12,0
1393.0,疫情结束了，可是好多人都回不到从前了。谢谢你,2022-12,0
669.0,又想哭了……我是不是太脆弱了,2020-09,1
895.0,李医生，影院因疫情还没有开放，好想看电影啊~,2021-02,1
217.0,文亮医生，您已经被新闻界的学生们牢牢记住了，您的功绩会被万世流传下去,2020-03,0
1278.0,李医生早上好 在排队核酸了,2022-09,0
667.0,原来大家一直都记得你,2020-09,0
1315.0,疫情三年了，什么妖魔鬼怪都出来了，唉，三年期间人生百态 酸甜苦辣咸都尝过来了。唉,2022-11,1
537.0,李医生啊，济南夏天快过去了，秋天你就可以来济南玩了,2020-08,0
101.0,英雄一路走好，天堂需要您英雄。,2020-02,0
1471.0,李医生 我希望他能快乐 我也希望我能一直在他身边,2023-03,1
1441.0,新的一年开始了，来看看你……,2023-01,0
391.0,不知道哪根筋搭错了今天中午顶着太阳去遛山脸晒伤了腿儿遛酸了脑袋跳痛只走了6000步我滴个娘哎真是后悔忘了三个月评均每天200步le,2020-04,1
512.0,我想回国 想找回我前女友和那只一起养的猫…,2020-07,1
1099.0,李医生 祝好,2022-01,0
1223.0,晚上没有吃到麻辣香锅 心情非常糟糕,2022-06,1
560.0,李医生你好，七夕快乐，老板失联，领导失联，工资没着落了，你说这样人她出来开什么公司呢？不想给员工工资我也是真无语╯﹏╰  准备仲裁了  都说可能会很麻烦  处理起来周期很久  但好歹有个盼头不是   哈哈差不多两个月白干  多少是有点难受的,2020-08,1
74.0,真的加油我们等您,2020-02,0
186.0,李医生，对你的训诫已经撤销了，你没做错什么。,2020-03,0
650.0,李医生 我好迷茫,2020-09,1
1152.0,李医生，最近压力特别大，不知道能不能顺利入编，产假马上结束了。今天晚上因为孩子跟老公吵架了，都说生孩子第一年最考验夫妻关系，看来是真的。结婚之后我就没有了以前什么都不怕的勇气，总是患得患失，这样不好。希望接下来一切顺利,2022-02,1
193.0,明年暑假我一定会带着手枪腿来看你！！,2020-03,0
75.0,您是英雄！走好。,2020-02,0
1534.0,李医生 国庆快乐🇨🇳,2020-10,0
844.0,李医生，我来了，新年好哇,2021-01,0
421.0,今天报名了，二周后告诉你结果啊，老李,2020-05,1
884.0,李医生，新年快乐,2021-02,0
597.0,致敬。,2020-09,0
921.0,李医生，这几天心情很低落，每天下午下了班后都会骑车转好大一圈才会回家。父母已经让我吃好喝好了，我却还是觉得感受不到温暖，是我想要的太多么。那事已经过去三年了，我还是无法释怀，为什么好好的路就让我走成这样了呢。,2021-03,1
1240.0,早啊李先生，突然想起你，来看看你！你过得还好嘛？,2022-07,0
745.0,不知道他哪里好 但我就是喜欢他,2020-10,1
37.0,一路走好,2020-02,0
642.0,李医生，晚安,2020-09,0
778.0,李医生，你知道吗，我一直有个秘密，有一个男生他爸爸得了癌症，想要让他定下来，他家通过媒人给我妈妈打电话，电话是扩音，问我妈妈这件事，我妈妈直接拒绝了，说我要找个有房有车的，不要带病的。结怨了。可是我是愿意的呀，我一直很喜欢他，但是我们没可能了是不是？还是喜欢他，怎么办,2020-11,1
229.0,李医生，调查结果出来了。这个结果，对你来说，好像也不太重要，你已经在另一个世界了。对活着的人来说，其实也没那么重要，因为我们的心中也早有答案。最后还是要感谢调查组，如此及时、公正、透明的调查结论。,2020-03,0
1376.0,全国人民都永远不会忘记您,2022-12,0
389.0,李医生，我们每天接受到的讯息都被精心挑选，哪又如何做到耳目清明，不偏不倚呢？理性判断变得越发困难了起来……,2020-04,1
649.0,李医生，晚安,2020-09,0
808.0,李医生好，希望家人安康，友朋快乐,2020-12,0
124.0,不是从热搜，而是从网友为您不平的评论中才认识您，这个世界怎么会这样。搜索打了 “李文”二字，出来的是“李文良”，嗯、真实世界可能就是这样……您一路走好。,2020-02,0
1366.0,李医生，终于结束了,2022-12,0
1426.0,当年李医生说狼来了，不愿信真来了；三年了，而今狼要溜了，却又拉住不放,2022-12,0
575.0,谢谢,2020-09,0
1033.0,晚安,2021-11,1
73.0,一路走好，李医生,2020-02,0
1069.0,李医生  两年了,2021-12,0
297.0,向您致敬！,2020-04,0
240.0,李医生 中国越来越趋好了 可你的事 却让人心冷 今天也许是几千人的逝去 未来也许是几万人 不知道阳光透进来的角落在何处……,2020-03,0
820.0,李医生新年快乐！这一年我过的太难，刚才远处传开了爆竹声，我又要躺在床上失眠了，人到中年，每天都在负重前行。只愿我们在21年都能好好的,2020-12,1
636.0,祖国不会忘记 老李,2020-09,0
949.0,李医生，今天母亲节，希望我的妈妈永远身体健康。,2021-05,1
327.0,寒冬快要过去了，谢谢你啊,2020-04,1
652.0,李医生，谢谢您,2020-09,0
592.0,致敬,2020-09,0
1392.0,时间好快，三年了。过来看看您。,2022-12,0
1072.0,平安夜快乐呀～,2021-12,0
1199.0,我居然也有年龄焦虑了，一天一天长大，再之后就会变老，各种压力和失败一起席卷而来，我不想继续卷了，可我也想我的未来不要太过难堪，我想让父母过上好日子。您在那边还好吗，我不太好呢,2022-04,1
178.0,李医生，我想你了。,2020-03,0
175.0,没啥事儿，就是来找你唠唠嗑。,2020-03,1
177.0,有空常来看看李医生,2020-03,0
176.0,李医生晚安！好梦,2020-03,0
167.0,春天来了，一切都好起来，你呢,2020-03,1
1014.0,好累，,2021-10,1
550.0,李医生，我和我姐姐吵架了，闹翻了，我想道歉，可是不知道怎么讲，我该怎么办啊？,2020-08,1
90.0,谢谢您，希望您在那里安好,2020-02,0
473.0,恭喜啦，老李[能量少女耶],2020-06,0
597.0,致敬！,2020-09,0
928.0,早上好，李医生,2021-04,0
1120.0,李医生，今天我们这边下雪了。空气格外好。,2022-01,0
901.0,哎…… 一年了…… 想了很多话，又删掉了 祝你家里人平安健康吧～ 你也好安心一点，英雄,2021-02,0
1145.0,李医生，新年快乐！,2022-02,0
1086.0,亮哥，连着两晚做梦，基本哭着醒来。虔诚的祈祷日子安稳顺利下来吧,2021-12,1
374.0,武汉解封了！李医生，今夜的月亮很大，是你和同事们在看着我们吗,2020-04,0
795.0,你在那边还好吗,2020-12,0
570.0,致敬,2020-09,0
455.0,上午好,2020-06,1
1349.0,你好，李文亮,2022-12,0
932.0,今天清明，前辈，希望你好,2021-04,0
882.0,一切都会好的对么,2021-02,1
796.0,亮哥，晚安！,2020-12,0
1183.0,李医生，您在那边还好吗,2022-04,0
1563.0,疫情什么时候结束啊😭😭😭😭,2022-09,1
632.0,你也是英雄！,2020-09,0
340.0,一切都好没有忘记您哦 大家都牵挂着你,2020-04,0
399.0,冷战开始了,2020-05,1
1162.0,一定要照顾好自己哦,2022-03,0
620.0,您安息吧,2020-09,0
199.0,三言两语，让爱汇成洪流，2020，一起加油吧！,2020-03,1
979.0,我爸爸像牛一样为家庭 为伴侣 为子女 他说他总是付出多 收获少 不尽人意,2021-07,1
1399.0,李医生，疫情三年了，会好的对嘛,2022-12,0
417.0,您也过夏天辣我们一起从春天迎来了夏天,2020-05,0
787.0,新年快乐,2020-12,1
324.0,吃午饭咯～亮哥,2020-04,0
627.0,晚安英雄,2020-09,0
420.0,李医生，希望天堂也有夏天和德克士鸡腿,2020-05,0
749.0,李医生，回上海后隔离期间，写了很多话给你，很想你。希望孩子们能像你一样乐观坚强，洁白无暇。希望她们永远讲真话。,2020-10,1
1315.0,李医生，我已经封在家里两个月了，年初还封在家里一个多月，我一年的四分之一都用来配合防疫了,2022-11,1
903.0,来看看你，走了一年了，希望你在另一个世界安好。,2021-02,0
1216.0,叔，葫芦岛昨天全民核酸了，辽宁又有了疫情了。还有三十一天高考了，压力真的很大，疫情也一直不稳定。如果我的成绩理想，那我会把我的志愿都填上医学院，我希望更愿意做一名医生。,2022-05,1
668.0,你永远是我们心目中闪闪发光的英雄！,2020-09,0
860.0,想念你,2021-02,0
1565.0,三年了！🙏,2022-12,0
752.0,这几天很忙，但也很充实。大学的生活不像我想的那么美好，但至少不算糟糕。晚安，李医生。,2020-10,1
1476.0,照顾好自己哦,2023-04,0
1085.0,老李头，杭州也有确诊，不知道我的伙伴过年能回家不,2021-12,1
544.0,我已经很久没有发自内心的笑了。,2020-08,1
1528.0,晚安🌙,2020-09,0
927.0,李文亮医生，下午好！,2021-04,0
144.0,就是想来看看你,2020-03,0
268.0,晚安,2020-04,1
1208.0,找工作好难，当然也怪自己没学好。,2022-05,1
11.0,加油,2020-02,0
517.0,医师节快乐,2020-08,0
42.0,一路走好！,2020-02,0
1122.0,李医生，我该考虑买房的事情了，没想到这么快就要长大了,2022-01,1
827.0,让一个一无所有的人，生出一个自己来照顾自己，太难了，也太凶险了，有时候会趴下，可是也会寻找你们的力量爬起来。今天晚八点多爬起来了，我知道，你看到了，看了我一个多小时,2020-12,1
113.0,没什么大不了，人间世，不值得！盛世不如愿，有缘自会相见,2020-02,1
918.0,李医生您好，今天下午全国政协15：：00新闻发布会,2021-03,0
218.0,等七点 和你说早安 少一些期许 就少一份失意 尽力照顾自己,2020-03,0
162.0,今天早点过来看李医生。安好！,2020-03,0
896.0,没想到这么多人还记得你来过。,2021-02,0
1245.0,留在父母身边就没有办法全身心投入工作也挣不到这么多钱，不在他们身边又觉得没有多少陪伴的时间，特别是北海这次疫情这么严重，又要有一段时间不能回家了，但是是陪伴重要还是挣钱重要,2022-07,1
660.0,向你致敬! 一路走好！,2020-09,0
957.0,端午安康，别骗我，好吧,2021-06,1
1507.0,🙏🙏🙏走好，英雄！,2020-04,0
1437.0,李医生 新春快乐,2023-01,0
1568.0,李医生，三年了，放开了，传染性更强可致死率降低了！这一切你在天上也看到了吧！🙏,2022-12,0
234.0,刚刚在朋友圈看完关于您微博的事情，我马上下了微博APP，注册了账户，一进来看到大家的评论，眼泪止不住，让您见笑了，祝您平平安安，也祝大家平平安安。,2020-03,1
1077.0,@稳住我偷龙 疫情还没有结束,2021-12,1
852.0,昨天犯了错误，今天继续努力，晚安。腊八节快乐,2021-01,1
1440.0,李医生晚安啦,2023-01,0
381.0,今天开车在马路上突然听到了防空警报，周围的车都停下来鸣笛了，你能听见吗亮哥？,2020-04,1
1223.0,今天又读了他写的东西，又喜欢他了。,2022-06,1
876.0,新年快乐,2021-02,1
692.0,李医生，今天我们开表彰大会了，我们挺过去了,2020-09,1
1484.0,含泪送行！！一路走好！！！🙏🙏🙏,2020-02,0
753.0,李医生你知道吗，我遇到了一个非常非常好的语文老师！我一定是上辈子拯救了银河系才能遇见他！拜托了！下学期也让他教我吧！,2020-10,1
812.0,早呀老李，周四了匆匆又要一周过去，希望一切都好，你也一样。,2020-12,0
1532.0,中秋快乐🙂,2020-10,1
109.0,如果再也见不到你，那么祝你早安午安晚安,2020-02,0
770.0,李医生今天立冬，您在那边吃饺子了吗？立冬快乐,2020-11,0
369.0,今天4月6号了，还有两天武汉就复工啦！武汉已经逐渐步入正轨了，城市内渐渐活跃起来，慢慢有了人气，一切都在朝最好的发展！你快来看呀，樱花开了，樱花又谢了。,2020-04,1
1553.0,李医生 晚安💤💤永远的青年！,2021-11,0
212.0,李医生你好啊，今天是植树节，你在我们心中种下了一棵树，希望它早点开花。,2020-03,0
1117.0,新年快乐李医生 你看 现在是2022年了,2022-01,0
684.0,今天颁奖你也在我们心中，英雄,2020-09,0
1262.0,李医生  难道出生在河南就一定要种地吗  我有时候觉得坚持不下去了就会想  难道我真的只有回老家种地了吗  可是我从小就没有碰过土地啊  我还能做什么呢,2022-08,1
935.0,一年好快！给您一个烈士的称号，可是我却希望您没得到，健康的活着就好。,2021-04,0
1125.0,李医生，新年快乐。 西安疫情严重 刷微博看到各种抱怨声真的很失望 谁也不想这个样子。医护人员真的很辛苦。我的同事们都是一点安排好工作，两点新通知，三点睡觉，四点起床，五点挨个敲门，六点出征支援。 也不知道这样的日子什么时候才能结束,2022-01,1
108.0,一直能在自己列表看到你，总觉得你还在,2020-02,0
163.0,晚上好，李医生，吃饭了吗？,2020-03,0
601.0,晚安,2020-09,1
713.0,李医生，让我爸的活检结果是好的吧 良性的，求求你了,2020-09,1
124.0,庆余年2还没播呢，你回来看吧，好不好，先不要走！求你了！,2020-02,0
347.0,武汉花都开了，你在那边还好吗？,2020-04,0
1149.0,哭累了(虽然我早就哭完了)，眼睛干涩了，晚安李医生,2022-02,0
717.0,早呀李医生，已经9月份了，不知道那边的你好吗，我想换工作，现在工作实在太苦，,2020-09,1
1375.0,李医生，这次可能真的结束了！,2022-12,0
66.0,感谢您，一路走好,2020-02,0
130.0,不好意思啦 李医生 这么久了才来说一句 再见呀 在天堂也要好好的呀 如果有下辈子的话希望你一辈子顺顺利利 健康平安 幸福美满 毕竟你这辈子可是英雄呢[鮮花],2020-02,0
1559.0,李医生，谢谢你保护了我们🙏,2022-05,0
191.0,李医生在天堂看到我的爸爸，告诉他我很想他,2020-03,1
1308.0,兄弟，你是英雄！全国人民都想你,2022-11,0
